,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418
70,employeurs,insérer,mots,occupant,salariés,prime,exceptionnelle,constitue,outil,contournement,salaire,socialisé,réduire,année,masse,salariale,rentrées,cotisations,sociales,sécurité,prime,grandes,entreprises,apparaît,injuste,capacité,augmenter,salaires,passer,dispositifs,dérogatoires,exonérés,cotisations,sociales,grandes,entreprises,principales,utilisatrices,dispositifs,intéressement,verser,primes,salariés,régler,cotisations,sociales,obligatoires,intéressement,bénéficie,salariés,entreprises,inverse,prime,justifier,petites,entreprises,utilisent,intéressement,malgré,exonération,forfait,social,décidé,cadre,limiter,champ,application,prime,exceptionnelle,entreprises,salariés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,supprimer,alinéas,article,plfss,prévoit,pertes,recettes,résultant,avancement,janvier,exonération,cotisations,sociales,heures,supplémentaires,pertes,recettes,liées,création,taux,csg,intermédiaire,compensation,budget,état,sécurité,sociale,année,mesures,compensation,représentent,perte,recettes,milliards,euros,sécurité,sociale,explique,grande,partie,dégradation,rapide,comptes,ajoute,exonération,forfait,social,entreprises,salariés,versant,intéressement,participation,décidée,cadre,pacte,engendre,perte,recettes,millions,euros,branche,vieillesse,sécurité,manière,gouvernement,organise,sciemment,appauvrissement,sécurité,sociale,financer,mesures,faveur,pouvoir,achat,mise,scène,trou,sécurité,sociale,sert,justifier,nouvelles,économies,injustes,prestations,sociales,santé,projet,vise,faire,sécurité,sociale,chambre,compensation,politiques,état,dangereux,remet,cause,autonomie,sécurité,sociale,principe,solidarité,raisons,demandons,suppression,dispositions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,substituer,mots,fournisseur,distributeur,détail,produits,prestations,inscrits,liste,prévue,article,tenu,déclarer,comité,économique,produits,santé,mots,fournisseur,distributeur,détail,produits,prestations,inscrits,liste,prévue,article,représentant,déclarer,comité,économique,produits,santé,cadre,suivi,ii,conséquence,substituer,mots,vendu,mots,vendus,conséquence,supprimer,transparence,données,relatives,vente,produits,prestations,exploitants,fournisseurs,distributeur,détail,pharmaciens,officine,impactés,transparence,accrue,faite,détriment,travail,exercé,quotidien,professionnels,représentants,exploitants,fournisseur,distributeur,détail,transmettre,informations,détaillées,précises,organisées,comité,économique,produits,transmission,informations,utile,comité,économique,produits,santé,pouvoir,envoyées,demande,cadre,suivi,accord,cadre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,supprimer,conséquence,insérer,sein,fonds,commission,médicale,indépendante,prononce,existence,lien,exposition,pesticides,survenue,pathologie,composition,fixée,arrêté,conjoint,ministres,chargés,santé,agriculture,vise,prévoir,commission,médicale,indépendante,statue,existence,lien,exposition,produits,phytosanitaires,survenue,dispositif,prévu,article,charge,preuve,repose,exclusivement,demandeur,accès,dispositif,particulièrement,complexe,supprime,disposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,début,substituer,mots,délai,fixé,décret,conseil,état,mots,mois,compter,réception,demande,indemnisation,vise,inscrire,délai,terme,fonds,tenu,présenter,offre,indemnisation,demandeur,compter,recevabilité,délai,mois,correspond,délai,retenu,fonctionnement,fonds,indemnisation,victimes,amiante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,début,insérer,mots,priorité,ii,début,insérer,mots,solde,vise,préciser,produit,taxe,produits,phytosanitaires,affecté,priorité,agence,nationale,sécurité,sanitaire,alimentation,environnement,travail,solde,fonds,jour,taxe,affectée,financement,fonctionnement,anses,nouvelle,affectation,taxe,mettre,péril,activité,anses,chargée,surveiller,effets,indésirables,produits,phytosanitaires,santé,environnement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,supprimer,prise,charge,assuré,engagement,restituer,dispositif,médical,concerné,centre,pouvant,réaliser,remise,bon,état,usage,lieu,instaurer,contrainte,supplémentaire,forme,consigne,faire,prise,charge,prestation,rétrocédée,cas,dispositif,médical,anormalement,détérioré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,rédiger,garantir,libre,choix,respect,libre,choix,personnes,essentiel,textes,législatifs,réglementaires,pourtant,application,remis,question,instructions,demandes,prestations,compensation,mdph,assurer,imposé,choix,dispositif,médical,remise,état,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,substituer,mots,proposé,supprimer,terme,remplacer,terme,garantir,meilleur,état,usage,dispositifs,médicaux,aides,techniques,visées,dispositions,utilisés,personnes,particulièrement,fragiles,handicap,avancée,âge,souffrant,maladies,chroniques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,début,substituer,mots,délai,fixé,décret,conseil,état,mots,mois,compter,réception,demande,indemnisation,vise,instaurer,délai,réponse,fonds,fixant,mois,échéance,offre,indemnisation,présentée,demandeur,réception,demande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,article,code,sécurité,sociale,perte,recettes,sécurité,sociale,compensée,due,concurrence,majoration,droits,mentionnés,articles,code,général,impôtsla,financement,sécurité,sociale,article,harmonisé,taux,cotisations,maladie,maternité,décès,professionnels,indépendants,ramenant,taux,cotisations,professionnels,santé,libéraux,affiliés,régime,praticiens,auxiliaires,médicaux,conventionnés,pamc,hauteur,taux,appliqué,rsi,article,lffs,introduit,taxe,additionnelle,applicable,revenus,tirés,activité,conventionnée,dépassements,honoraires,seuls,professionnels,santé,affiliés,régime,pamc,article,code,sécurité,sociale,taxe,additionnelle,constitue,véritable,iniquité,professionnels,santé,libéraux,affiliés,régime,pamc,professionnels,santé,libéraux,affiliés,rsi,suppression,taxe,additionnelle,vise,mettre,terme,discrimination,professionnels,santé,libéraux,régime,affiliation,répond,politique,gouvernementale,harmonisation,cotisations,revenus,activité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,ligne,seconde,colonne,tableau,substituer,montant,montant,conséquence,ligne,seconde,colonne,tableau,substituer,montant,montant,objectif,national,dépenses,assurance,maladie,ondam,fixé,apparaît,largement,deçà,besoins,financement,service,public,hospitalier,besoins,santé,ondam,hospitalier,particulièrement,impacté,objectif,dépenses,limité,nouvelle,répartition,ondam,faveur,hôpitaux,fixant,ondam,hospitalier,millions,euros,supplémentaires,ondam,ville,lieu,efforts,demandés,médecine,ville,consentis,totalité,établissements,santé,publics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,améliorer,prise,charge,pied,diabétique,patients,atteints,diabète,prise,charge,assurance,maladie,obligatoire,prestations,mentionnées,articles,donne,lieu,dérogation,articles,rémunération,cahier,charges,indiquant,conditions,éligibilité,établissements,équipes,déterminé,régime,général,personnes,atteintes,diabète,subissent,année,amputation,membre,inférieur,savoir,orteil,pied,jambe,cuisse,personnes,hospitalisées,plaie,pied,qualité,vie,patient,diabétique,largement,détériorée,pratique,activité,physique,partie,intégrante,traitement,diabète,titre,alimentation,traitements,médicamenteux,devient,difficile,cercle,vicieux,pratique,régulière,diabète,stable,complications,développent,détériorant,qualité,vie,déjà,dégradée,coûts,supplémentaires,évitables,viennent,alourdir,dépenses,assurance,maladie,complications,représentent,véritable,coût,assurance,maladie,dépenses,moyennes,patient,diabétique,élèvent,euros,patient,pris,charge,amputation,élèvent,euros,patients,diabétiques,représentent,dépenses,totales,trouver,prise,charge,adaptée,nécessité,patient,qualité,vie,efficience,système,soins,pied,diabétique,amputation,hospitalisation,plaie,estimé,millions,euros,millions,attribuables,patients,amputés,liés,patients,hospitalisés,soins,aigus,plaie,pied,établissements,déjà,spécialisés,prise,charge,pied,diabétique,existe,cahier,charges,permette,labéliser,certifier,établissements,équipes,vise,créer,mode,financement,dédié,forfait,prise,charge,complications,équipes,éligibles,déterminées,cahier,charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,supprimer,financement,sécurité,sociale,prévoit,substitution,pharmacien,article,code,santé,publique,indique,dérogation,article,pharmacien,délivrer,substitution,médicament,biologique,prescrit,médicament,biologique,similaire,conditions,remplies,modalités,application,article,conditions,substitution,médicament,biologique,information,prescripteur,occasion,substitution,nature,assurer,continuité,traitement,médicament,précisées,décret,conseil,état,absence,cadre,réglementaire,claire,préjudiciable,monde,nécessaire,cadre,réglementaire,clarifié,substitution,fasse,cadre,décision,médicale,partagée,patients,pharmaciens,ailleurs,prescription,dénomination,commune,internationale,dci,devenue,obligatoire,ville,hôpital,pharmacien,responsabilité,choix,molécule,fonction,patient,pathologie,malgré,obligation,prescripteurs,pharmaciens,radicalement,transformé,pratiques,nécessaire,contrôle,strict,réglementation,donner,pharmacien,responsabilité,pleine,entière,choix,molécule,vise,prévoir,rédaction,décret,décembre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,substituer,mots,proposé,supprimer,terme,remplacer,terme,renforcer,obligation,garantie,obligation,remise,bon,état,usage,dispositifs,médicaux,fauteuils,roulants,visés,dispositions,utilisés,personnes,particulièrement,fragiles,handicap,avancée,âge,souffrant,maladies,chroniques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,substituer,alinéas,xi,ii,article,code,complété,alinéas,rédigés,code,santé,publique,collège,directeurs,union,nationale,caisses,assurance,maladie,uncam,subordonner,prise,charge,prestations,accord,préalable,service,contrôle,médical,assurance,maladie,rédaction,actuelle,article,code,ministres,chargés,santé,sécurité,sociale,prendre,décision,arrêté,nombre,hypothèses,dispositions,article,procèdent,extension,significative,prérogative,ministérielle,prévoyant,possibilité,placer,accord,préalable,prescription,produit,santé,moment,rôle,uncam,mise,œuvre,dispositif,devenant,purement,consultatif,suppression,dispositions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,supprimer,alinéas,autorisations,temporaires,utilisation,atu,chance,importante,patients,atteints,maladie,rare,grave,traitement,approprié,existe,marché,bénéficier,accès,précoce,médicaments,innovants,vise,maintenir,possibilité,atu,nominative,nouvelles,indications,repositionnements,molécules,actuellement,étude,traitement,maladies,rares,pourraient,bénéficier,patients,atteints,maladies,rares,actuellement,impasse,thérapeutique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,compléter,gouvernement,remet,parlement,échéance,période,expérimentation,évaluation,portant,effets,contemporanéité,crédit,impôt,mentionné,article,sexdecies,code,général,impôts,participation,financière,bénéficiaires,prestations,mentionnées,articles,code,action,sociale,familles,part,coûts,induits,application,article,prestataires,définis,article,code,travail,participant,expérimentation,part,louable,expérimenter,dispositifs,permettant,décalage,moment,dépense,réalisée,aides,perçues,personnes,recourant,services,domicile,vulnérables,nécessaire,mesurer,éventuels,effets,induits,négatifs,mesures,saad,facturent,prix,participation,financière,légale,prévue,apa,pch,convient,mesurer,expérimentation,prix,services,conséquence,charge,ailleurs,expérimentation,prévoit,contemporanéité,apa,pch,organisé,centres,cesu,or,ores,déjà,conseils,départementaux,verser,mécanisme,tiers,payant,prises,charge,saad,limitant,avance,trésorerie,bénéficiaires,convient,vérifier,expérimentation,introduisant,nouvel,acteur,engendre,surcoût,personnes,services,prestataires,complexité,supplémentaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,supprimer,prise,charge,assuré,engagement,restituer,dispositif,médical,concerné,centre,pouvant,réaliser,remise,bon,état,usage,lieu,instaurer,contrainte,supplémentaire,forme,consigne,faire,prise,charge,prestation,rétrocédée,cas,dispositif,médical,anormalement,détérioré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,rédiger,garantir,libre,choix,respect,libre,choix,personnes,essentiel,textes,législatifs,réglementaires,pourtant,application,remis,question,instructions,demandes,prestations,compensation,mdph,assurer,imposé,choix,dispositif,médical,remise,état,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,substituer,mots,proposé,supprimer,terme,remplacer,terme,garantir,meilleur,état,usage,dispositifs,médicaux,aides,techniques,visées,dispositions,utilisés,personnes,particulièrement,fragiles,handicap,avancée,âge,souffrant,maladies,chroniques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
