"('Mot Fréquent1',)","('Mot Fréquent2',)","('Mot Fréquent3',)","('Mot Important1',)","('Mot Important2',)","('Mot Important3',)",0
bilan,cancer,physique,sécurité,vise,prévoir,1
branche,insérer,régime,insérer,général,régime,1
branche,maladie,charge,faire,financement,état,1
branche,solde,pourcent,rédiger,maladie,année,1
caractéristique,populationnelle,territorial,insérer,financement,titre,1
cannabis,exclusivement,expérimentation,pouvoir,permettre,substituer,1
cannabis,expérimentation,substituer,pouvoir,vise,général,1
cannabis,expérimentation,thérapeutique,pouvoir,permettre,supprimer,1
cannabis,permettre,expérimentation,social,devoir,public,1
cannabis,âge,pouvoir,prévoir,compléter,général,1
caractère,substituer,simplicité,substituer,simple,simplicité,1
carence,début,second,cas,substituer,second,1
branche,solde,régime,social,sécurité,rédiger,1
carence,sanitaire,jour,social,pouvoir,santé,1
carte,mise,place,supprimer,prévoir,dispositif,1
carte,service,public,devoir,vise,permettre,1
carte,vital,biométrique,pouvoir,permettre,charge,1
cas,coût,chronique,santé,permettre,insérer,1
cas,dernier,substituer,titre,dernier,substituer,1
cancer,élaborer,moment,pouvoir,permettre,insérer,1
cancer,pédiatrique,adulte,devoir,permettre,insérer,1
cancer,prostate,patient,santé,insérer,charge,1
cancer,patient,place,pouvoir,devoir,faire,1
cancer,mise,place,pouvoir,devoir,financement,1
cancer,expérimentation,charge,social,pouvoir,devoir,1
caisse,national,information,sécurité,supprimer,public,1
caisse,demande,entrée,permettre,insérer,prévoir,1
caisse,assurance,maladie,supprimer,cadre,prestation,1
cadre,prescription,compassionnel,substituer,cadre,prescription,1
cadre,pharmacien,prescription,pouvoir,vise,public,1
bénéficiaire,social,droit,sécurité,santé,rédiger,1
bénéficiaire,fin,supprimer,supprimer,prévoir,fin,1
bénéficiaire,droit,complémentaire,social,devoir,vise,1
bénéficiaire,aah,vise,santé,mettre,disposition,1
bénéficiaire,aah,inclure,santé,vise,disposition,1
branche,transfert,tableau,social,sécurité,permettre,1
faire,assister,convier,compléter,droit,général,1
familial,allocation,prestation,social,insérer,degré,1
psychiatrie,maladie,patient,permettre,droit,état,1
paternité,degré,parenté,social,sécurité,droit,1
parent,patient,mineur,financement,compléter,état,1
parlement,boisson,alcoolique,prévoir,droit,disposition,1
parlement,prise,charge,permettre,compléter,nouveau,1
parlement,prise,charge,santé,devoir,compléter,1
part,supprimer,conséquence,supprimer,conséquence,substituer,1
passer,supprimer,permettre,pouvoir,santé,permettre,1
paternité,parentalité,enfant,permettre,insérer,dispositif,1
ostéoporose,patient,dépistage,social,sécurité,pouvoir,1
patient,avis,capacité,faire,supprimer,assurer,1
patient,avis,médical,devoir,faire,condition,1
patient,degré,rémunération,sécurité,pouvoir,santé,1
patient,devoir,accès,santé,degré,état,1
patient,devoir,condition,pouvoir,permettre,insérer,1
patient,dispositif,opportunité,vise,rédiger,prévoir,1
parent,famille,maladie,supprimer,prévoir,national,1
origin,pièce,réparation,pouvoir,faire,dispositif,1
patient,générique,prix,dispositif,maladie,national,1
offre,concertation,soin,devoir,insérer,proposer,1
obésité,ambulance,transport,social,vise,faire,1
occurrence,condition,insérer,insérer,compléter,conséquence,1
occurrence,insérer,donnée,insérer,donnée,occurrence,1
occurrence,insérer,précision,insérer,occurrence,précision,1
occurrence,insérer,remplacer,insérer,remplacer,occurrence,1
occurrence,remplacer,insérer,insérer,remplacer,fois,1
ondam,pourcent,dépense,social,sécurité,pouvoir,1
organisme,sécurité,social,social,sécurité,santé,1
ondam,pourcent,supprimer,santé,supprimer,maladie,1
organisation,associer,dotation,devoir,vise,permettre,1
organisme,contribution,complémentaire,santé,insérer,maladie,1
organisme,contribution,régime,pouvoir,santé,insérer,1
organisme,régir,assurance,social,sécurité,santé,1
organisme,substituer,rédactionnel,substituer,rédactionnel,organisme,1
patient,donnée,vie,devoir,permettre,compléter,1
patient,initialement,utiliser,substituer,fin,patient,1
obligation,substituer,pouvoir,pouvoir,dispositif,maladie,1
porter,catégorie,retraite,pouvoir,supprimer,pourcent,1
place,accueil,jeune,devoir,faire,charge,1
plan,cotisant,dette,devoir,rédiger,financement,1
politique,santé,population,pouvoir,vise,faire,1
pollution,industriel,cancer,vise,public,année,1
pompier,volontaire,sécurité,vise,faire,rédiger,1
portabilité,complémentaire,salarié,vise,faire,compléter,1
possibilité,cotisant,faire,compléter,modalité,convier,1
physique,activité,expérimentation,vise,état,proposer,1
possibilité,second,sécurité,social,sécurité,rédiger,1
postnatal,accouchement,entretien,public,rédiger,compléter,1
pourcent,bière,alcoométrique,pouvoir,vise,public,1
pourcent,branche,dépense,état,soin,perte,1
pourcent,caisse,national,pouvoir,droit,nouveau,1
pourcent,collectivité,agent,social,sécurité,vise,1
pièce,réparation,garantie,faire,dispositif,compléter,1
phras,substituer,auprès,substituer,auprès,phras,1
patient,isolement,contention,santé,permettre,insérer,1
peine,complémentaire,obligatoire,social,sécurité,devoir,1
patient,moyen,avis,devoir,faire,condition,1
patient,médicament,traitement,devoir,permettre,insérer,1
patient,pathologie,soin,pouvoir,vise,permettre,1
patient,recours,registre,devoir,public,insérer,1
patient,traitement,rédiger,pouvoir,vise,permettre,1
patient,âge,identifiant,vise,permettre,prévoir,1
pension,agricole,base,social,objectif,cadre,1
pharmacien,degré,traitement,santé,vise,public,1
pension,alimentaire,substituer,prévoir,cadre,substituer,1
pension,retraite,inférieur,social,sécurité,devoir,1
pension,social,retraité,prévoir,droit,maladie,1
permettre,médicaliser,produit,social,sécurité,pouvoir,1
personnel,médical,social,année,proposer,cadre,1
pharmaceutique,médicament,permettre,social,sécurité,pouvoir,1
obligation,voie,déclaration,pouvoir,permettre,public,1
obligation,social,degré,rédiger,prévoir,compléter,1
familial,prestation,insérer,insérer,degré,pourcent,1
médicament,santé,public,sécurité,faire,insérer,1
médicament,public,entreprise,pouvoir,vise,faire,1
médicament,public,pca,rédiger,prévoir,état,1
médicament,public,prix,social,sécurité,pouvoir,1
médicament,pénurie,pouvoir,social,vise,permettre,1
médicament,rédiger,degré,pouvoir,état,pourcent,1
médicament,santé,mois,social,sécurité,pouvoir,1
médicament,vaccin,dispositif,insérer,national,objectif,1
médicament,prix,santé,devoir,insérer,rédiger,1
médicament,vaccin,intérêt,santé,vise,compléter,1
médicament,vente,prescription,social,sécurité,pouvoir,1
méningite,vaccinal,bactérienne,devoir,vise,permettre,1
métier,autonomie,travail,social,sécurité,insérer,1
naissance,mois,enfant,social,sécurité,permettre,1
naissance,mois,prime,faire,insérer,rédiger,1
médicament,public,développement,social,santé,vise,1
médicament,prise,charge,sécurité,permettre,établissement,1
naissance,prime,enfant,rédiger,nouveau,proposer,1
médicament,marché,stock,dispositif,objectif,substituer,1
médicament,européen,agence,santé,devoir,national,1
médicament,innovant,pertinent,pouvoir,santé,devoir,1
médicament,innovant,santé,pouvoir,vise,supprimer,1
médicament,innover,nouveau,public,rédiger,prévoir,1
médicament,investissement,recherche,social,sécurité,santé,1
médicament,majeur,mois,vise,faire,insérer,1
médicament,mois,dernier,social,vise,permettre,1
médicament,pouvoir,mois,sécurité,santé,vise,1
médicament,mois,intérêt,sécurité,pouvoir,vise,1
médicament,mois,santé,permettre,insérer,rédiger,1
médicament,patient,conséquence,pouvoir,vise,faire,1
médicament,patient,pénurie,pourcent,national,objectif,1
médicament,patient,pénurie,vise,public,dispositif,1
médicament,plasma,dériver,sécurité,pouvoir,devoir,1
naissance,prime,enfant,devoir,permettre,faire,1
naissance,prime,mois,social,sécurité,santé,1
objectif,substituer,définir,substituer,définir,objectif,1
numérique,substituer,dédié,vise,perte,mettre,1
notifiée,insérer,employeur,insérer,employeur,notifiée,1
nouveau,contigu,proximité,sécurité,droit,objectif,1
nouveau,contribution,autonomie,insérer,rédiger,prévoir,1
nouveau,maltraitance,pouvoir,social,santé,public,1
nouveau,modalité,attribution,vise,compléter,année,1
numérique,entreprise,formation,devoir,vise,rédiger,1
numéro,conseil,référence,social,santé,permettre,1
nombre,substituer,objectif,santé,prévoir,conséquence,1
numéro,conseil,référence,vise,rédiger,degré,1
numéro,identification,pièce,vise,permettre,insérer,1
numéro,identification,social,permettre,insérer,rédiger,1
objectif,effort,priver,santé,public,rédiger,1
objectif,insérer,conséquence,insérer,conséquence,substituer,1
objectif,pluriannuel,médicament,social,sécurité,vise,1
nombre,urgence,substituer,vise,public,nouveau,1
nombre,substituer,contexte,devoir,permettre,condition,1
naissance,prime,revenu,social,sécurité,santé,1
niveau,amélioration,prestation,social,sécurité,prévoir,1
naissance,prime,verser,permettre,faire,insérer,1
naissance,prime,verser,social,sécurité,pouvoir,1
naissance,prime,verser,social,sécurité,vise,1
national,besoin,prendre,devoir,charge,substituer,1
national,critère,établissement,permettre,public,état,1
national,expérimentation,femme,social,pouvoir,vise,1
nombre,ligne,colonne,public,financement,national,1
nombre,social,numéro,supprimer,travail,remettre,1
nombre,ligne,colonne,vise,conséquence,mois,1
nombre,ondam,besoin,santé,public,financement,1
nombre,poste,ligne,devoir,vise,financement,1
nombre,professionnel,ligne,social,santé,vise,1
nombre,santé,dernier,social,sécurité,maladie,1
nombre,santé,ligne,financement,maladie,soin,1
pourcent,compter,janvier,pouvoir,devoir,public,1
pourcent,dispositif,social,devoir,faire,rédiger,1
pourcent,dépassement,honoraire,social,sécurité,permettre,1
produit,sucre,transformer,devoir,insérer,rédiger,1
produit,information,santé,faire,insérer,financement,1
produit,inscription,dispositif,pouvoir,devoir,faire,1
produit,nouveau,taxe,faire,supprimer,proposer,1
produit,prix,médicament,vise,permettre,rédiger,1
produit,santé,médicament,permettre,faire,prévoir,1
produit,santé,sécurité,permettre,insérer,rédiger,1
produit,sucre,transformer,devoir,rédiger,charge,1
produit,autorisation,mise,vise,permettre,nouveau,1
produit,sucre,transformer,social,devoir,rédiger,1
produit,sucre,transformer,sécurité,devoir,public,1
produit,tabac,minimum,faire,public,rédiger,1
produit,taxe,début,sécurité,pouvoir,santé,1
produit,taxe,référence,sécurité,pouvoir,santé,1
produit,vente,pourcent,social,sécurité,devoir,1
produit,cannabis,entreprise,social,devoir,public,1
procédure,insérer,échanger,insérer,rédactionnel,procédure,1
professionnel,attractivité,métier,perte,cadre,mois,1
prix,révision,produit,pouvoir,santé,vise,1
prix,médicament,révision,pouvoir,santé,devoir,1
prix,public,santé,permettre,rédiger,dispositif,1
prix,révision,garantie,social,sécurité,vise,1
prix,révision,garantie,vise,permettre,rédiger,1
prix,révision,médicament,santé,devoir,vise,1
prix,révision,médicament,vise,permettre,rédiger,1
prix,révision,produit,social,sécurité,pouvoir,1
procéder,déclaration,agricole,pouvoir,supprimer,conséquence,1
prix,révision,sécurité,pouvoir,devoir,vise,1
prix,santé,convention,permettre,dispositif,droit,1
prix,santé,convention,vise,permettre,insérer,1
prix,santé,public,social,sécurité,permettre,1
prix,santé,révision,social,sécurité,rédiger,1
prix,santé,transparence,vise,permettre,insérer,1
profession,santé,pharmacien,social,sécurité,pouvoir,1
professionnel,chlordécone,compléter,vise,faire,compléter,1
pourcent,dépassement,tarif,social,sécurité,pouvoir,1
présence,pouvoir,parental,santé,vise,faire,1
proposer,ondam,comité,faire,public,compléter,1
protection,maternel,infantile,substituer,rédactionnel,protection,1
protection,social,organisme,maladie,condition,disposition,1
proximité,insérer,immédiat,insérer,pourcent,justifier,1
présence,parental,agent,public,national,nouveau,1
présence,parental,bénéficier,vise,public,prévoir,1
présentation,forme,dosage,sécurité,vise,national,1
professionnel,établissement,social,faire,perte,proposer,1
présumer,rédiger,résultat,sécurité,pouvoir,degré,1
prévention,territoire,action,faire,insérer,national,1
prévoir,compenser,perte,social,sécurité,vise,1
prévoir,disposition,appliquer,vise,condition,substituer,1
prévoir,tiers,payer,vise,rédiger,pourcent,1
psychiatrie,an,budget,social,sécurité,santé,1
programme,santé,maladie,pouvoir,devoir,faire,1
professionnel,établissement,faire,social,sécurité,pouvoir,1
professionnel,chlordécone,maladie,pouvoir,compléter,état,1
professionnel,santé,libéral,devoir,vise,droit,1
professionnel,handicap,sanitaire,pouvoir,devoir,permettre,1
professionnel,maladie,travail,santé,charge,pourcent,1
professionnel,ordre,santé,sécurité,devoir,supprimer,1
professionnel,représentant,syndicat,vise,compléter,général,1
professionnel,sanction,condamnation,permettre,faire,compléter,1
professionnel,santé,activité,devoir,charge,financement,1
professionnel,santé,libéral,financement,droit,maladie,1
professionnel,travail,désinsertion,sécurité,pouvoir,vise,1
professionnel,santé,organisme,devoir,vise,prévoir,1
professionnel,section,caisse,social,sécurité,santé,1
professionnel,supprimer,sécurité,permettre,prévoir,financement,1
professionnel,taxe,activité,vise,supprimer,charge,1
professionnel,travail,accident,social,sécurité,vise,1
professionnel,travail,assurance,devoir,vise,public,1
prix,médicament,degré,social,sécurité,pouvoir,1
prix,médicament,degré,social,sécurité,devoir,1
prix,médicament,convention,vise,rédiger,proposer,1
pouvoir,décret,dérogation,permettre,public,compléter,1
pourcent,taux,rédiger,vise,financement,assurer,1
pourcent,taxe,jeune,social,sécurité,santé,1
pourcent,taxe,organisme,social,sécurité,pouvoir,1
pourcent,vaccinal,france,faire,maladie,état,1
pouvoir,compléter,autorisation,santé,devoir,supprimer,1
pouvoir,devoir,année,social,sécurité,permettre,1
pouvoir,délai,carence,social,santé,vise,1
pourcent,taux,livret,faire,prévoir,droit,1
pouvoir,insérer,salarié,insérer,dispositif,prendre,1
pouvoir,obligation,substituer,permettre,dispositif,maladie,1
pouvoir,prime,achat,vise,faire,prévoir,1
pouvoir,prime,entreprise,social,sécurité,permettre,1
pouvoir,prêt,enfant,social,sécurité,santé,1
pouvoir,supprimer,prévoit,supprimer,charge,soin,1
pourcent,taux,nombre,financement,droit,général,1
pourcent,taux,inflation,sécurité,financement,année,1
prix,médicament,bout,pouvoir,santé,devoir,1
pourcent,produit,taux,social,sécurité,entreprise,1
pourcent,entreprise,année,faire,public,insérer,1
pourcent,entreprise,répartition,santé,devoir,vise,1
pourcent,entreprise,taux,devoir,vise,supprimer,1
pourcent,nombre,dépense,social,année,soin,1
pourcent,organisme,assurance,santé,substituer,cotisation,1
pourcent,prestation,pension,social,sécurité,faire,1
pourcent,prélèvement,cotisation,social,sécurité,santé,1
pourcent,taux,droit,social,sécurité,pouvoir,1
pourcent,social,année,devoir,faire,prévoir,1
pourcent,social,compter,devoir,vise,supprimer,1
pourcent,social,devoir,vise,faire,rédiger,1
pourcent,social,exonération,vise,supprimer,financement,1
pourcent,suppression,social,devoir,vise,supprimer,1
pourcent,taux,complémentaire,sécurité,santé,permettre,1
pouvoir,terme,obligation,devoir,supprimer,dispositif,1
prendre,naissance,père,pouvoir,insérer,prévoir,1
prestation,agir,parlement,vise,permettre,faire,1
prise,charge,traitement,pouvoir,vise,supprimer,1
prime,social,entreprise,sécurité,permettre,insérer,1
prime,versement,juin,compléter,condition,professionnel,1
prise,charge,bilan,sécurité,financement,maladie,1
prise,charge,produit,devoir,permettre,supprimer,1
prise,charge,souffrir,social,sécurité,pouvoir,1
prise,charge,titre,pouvoir,vise,supprimer,1
prise,degré,solde,rédiger,disposition,bis,1
prestation,famille,familial,vise,insérer,degré,1
prise,feu,retraite,social,sécurité,vise,1
prix,achat,seuil,social,sécurité,pouvoir,1
prix,an,médicament,social,sécurité,devoir,1
prix,critère,médicament,social,sécurité,pouvoir,1
prix,médicament,accès,devoir,mise,france,1
prix,médicament,bout,pouvoir,devoir,vise,1
prime,professionnel,département,social,faire,compléter,1
prime,naissance,mois,social,sécurité,pouvoir,1
prime,naissance,mois,social,sécurité,devoir,1
prime,naissance,enfant,social,sécurité,pouvoir,1
prime,entreprise,exceptionnel,vise,permettre,faire,1
prime,employeur,salarié,sécurité,vise,permettre,1
prime,début,substituer,substituer,début,prime,1
prestation,social,sécurité,sécurité,rédiger,compléter,1
prestation,social,inflation,sécurité,supprimer,prévoir,1
prestation,social,inflation,sécurité,prévoir,maladie,1
prestation,social,ensemble,sécurité,vise,rédiger,1
prestation,social,date,sécurité,permettre,faire,1
prestation,répertoire,social,national,an,disposition,1
prestation,million,familial,insérer,degré,pourcent,1
prestation,insérer,degré,vise,insérer,degré,1
prestation,insérer,degré,social,sécurité,faire,1
prestation,fraude,social,pouvoir,vise,faire,1
médicament,dépense,homéopathique,social,sécurité,santé,1
médicament,dispositif,dépense,vise,faire,compléter,1
médicament,conséquence,substituer,rédiger,droit,mettre,1
heure,aide,domicile,permettre,dispositif,compléter,1
guadeloupe,transport,tpmr,vise,faire,rédiger,1
guichet,unique,départemental,social,sécurité,vise,1
guichet,unique,substituer,substituer,justifier,texte,1
gynécologie,obstétrique,unité,pouvoir,devoir,vise,1
générique,degré,groupe,vise,supprimer,rédiger,1
hauteur,pourcent,revenu,social,devoir,insérer,1
heure,assistant,maternel,social,pouvoir,devoir,1
groupe,pourcent,jeunesse,social,pouvoir,devoir,1
heure,supplémentaire,social,insérer,rédiger,financement,1
heure,supplémentaire,travail,rédiger,dispositif,degré,1
homéopathie,médicament,social,vise,permettre,dernier,1
honoraire,conventionnel,maximal,substituer,rédactionnel,tirer,1
hospitalier,hôpital,ouverture,devoir,insérer,nouveau,1
hospitalier,soin,impact,mise,place,mois,1
groupement,substituer,conséquence,santé,public,insérer,1
groupe,jeunesse,supprimer,social,pouvoir,devoir,1
hospitalier,territoire,rural,devoir,vise,public,1
fraude,social,prestation,sécurité,état,pourcent,1
fraude,prestation,social,permettre,faire,insérer,1
fraude,prestation,social,sécurité,supprimer,insérer,1
fraude,social,ampleur,sécurité,état,pourcent,1
fraude,social,matière,faire,prévoir,dispositif,1
fraude,social,matière,sécurité,faire,prévoir,1
fraude,social,obligation,sécurité,vise,rédiger,1
fraude,social,prestation,vise,faire,public,1
grossesse,médecin,suivi,social,sécurité,pouvoir,1
fédération,médical,établissement,pouvoir,vise,charge,1
garantie,sécurité,vigilance,devoir,faire,compléter,1
garde,mode,famille,social,sécurité,devoir,1
garde,mode,public,devoir,vise,faire,1
gestion,émotion,cancer,pouvoir,santé,devoir,1
gramme,santé,pouvoir,faire,charge,année,1
hospitalier,soin,impact,mise,place,remettre,1
hypertension,artériel,expérimentation,vise,supprimer,dispositif,1
informatique,modernisation,logiciel,rédiger,degré,mettre,1
indicateur,activité,prendre,social,vise,insérer,1
indemnité,feu,reconnaissance,social,sécurité,devoir,1
indemnité,feu,supprimer,social,pouvoir,vise,1
indemnité,journalier,famille,vise,rédiger,charge,1
indemnité,journalier,majoration,pouvoir,rédiger,prévoir,1
indemnité,journalier,parent,faire,supprimer,prévoir,1
indemnité,journalier,parent,vise,maladie,national,1
indicateur,santé,usage,pouvoir,financement,maladie,1
indemnisation,victime,nomenclature,social,sécurité,vise,1
indication,charge,titre,faire,national,conséquence,1
indication,compléter,considérer,vise,permettre,compléter,1
indication,rédaction,charge,faire,national,conséquence,1
indu,infirmier,libéral,pouvoir,vise,permettre,1
indépendant,impôt,travailleur,sécurité,insérer,prévoir,1
infirmier,prescription,expérimentation,social,devoir,public,1
indemnité,feu,pompier,social,sécurité,pouvoir,1
indemnisation,victime,fonds,vise,rédiger,titre,1
hébergement,médicaliser,permettre,pouvoir,rédiger,prévoir,1
identifier,dispositif,médical,social,sécurité,vise,1
hébergement,temporaire,soin,social,santé,faire,1
hôpital,financier,reprise,pouvoir,santé,devoir,1
hôpital,pourcent,activité,santé,faire,charge,1
hôpital,proximité,naissance,public,insérer,soin,1
hôpital,reprise,contrat,social,santé,devoir,1
hôpital,supprimer,suppression,social,sécurité,vise,1
identifier,registre,autorité,pouvoir,devoir,insérer,1
indemnisation,exposition,pathologie,pouvoir,devoir,insérer,1
impact,budget,sécurité,faire,prévoir,dispositif,1
impact,maternité,offre,pouvoir,vise,prévoir,1
impact,qualité,vie,social,sécurité,financement,1
imputabilité,substituer,pathologie,substituer,rédactionnel,pathologie,1
impôt,titre,fortune,pouvoir,insérer,pourcent,1
indemnisation,aidant,prendre,social,faire,compléter,1
fraude,prestation,social,année,dernier,concerner,1
fraude,chapitre,prestation,santé,rédiger,compléter,1
français,insérer,sécurité,social,sécurité,insérer,1
femme,santé,sage,public,insérer,rédiger,1
femme,sage,grossesse,social,sécurité,santé,1
femme,sage,grossesse,social,sécurité,vise,1
femme,sage,ivg,public,financement,nouveau,1
femme,sage,ivg,public,insérer,rédiger,1
femme,sage,santé,sécurité,financement,soin,1
femme,sage,santé,sécurité,public,insérer,1
femme,santé,sage,sécurité,public,insérer,1
femme,grossesse,entretien,compléter,besoin,réaliser,1
femme,social,santé,pouvoir,supprimer,insérer,1
feu,pension,sapeur,public,rédiger,charge,1
feu,sapeur,pompier,social,sécurité,pouvoir,1
fin,date,substituer,social,sécurité,pouvoir,1
fin,substituer,résulter,santé,public,titre,1
fin,substituer,santé,santé,public,substituer,1
femme,naissance,maison,pouvoir,prévoir,charge,1
femme,dédier,prise,social,sécurité,santé,1
france,produit,production,santé,rédiger,compléter,1
famille,familial,prestation,social,sécurité,devoir,1
famille,acceptable,professionnel,sécurité,vise,faire,1
famille,enfant,cas,pouvoir,permettre,insérer,1
famille,ensemble,bénéficier,vise,faire,insérer,1
famille,familial,prestation,devoir,charge,nouveau,1
famille,familial,prestation,devoir,insérer,charge,1
famille,familial,prestation,social,devoir,vise,1
famille,jour,supprimer,social,sécurité,devoir,1
femme,arrêt,travail,santé,permettre,supprimer,1
famille,parent,entreprise,pouvoir,devoir,supprimer,1
famille,prestation,france,pouvoir,devoir,vise,1
famille,prestation,social,devoir,faire,public,1
famille,supprimer,modulation,pouvoir,supprimer,nouveau,1
famille,sécurité,social,pouvoir,devoir,rédiger,1
fauteuil,charge,pouvoir,faire,supprimer,état,1
fin,substituer,susmentionner,substituer,fin,rédactionnel,1
fin,supprimer,compter,supprimer,fin,compter,1
fin,supprimer,indication,supprimer,rédiger,degré,1
fonds,produit,phytopharmaceutique,charge,financement,compléter,1
fonction,public,complément,social,santé,devoir,1
fonction,public,numéro,pouvoir,compléter,disposition,1
fond,cmu,valoriser,social,sécurité,pouvoir,1
fonds,indemnisation,collège,pouvoir,vise,permettre,1
fonds,indemnisation,collège,vise,rédiger,objectif,1
fonds,pesticide,indemnisation,vise,rédiger,état,1
fonds,produit,phytopharmaceutique,social,charge,financement,1
fin,supprimer,vigueur,supprimer,fin,vigueur,1
fonds,produit,phytopharmaceutique,vise,permettre,public,1
fonds,social,charger,sécurité,devoir,insérer,1
forfait,supprimer,urgence,santé,faire,charge,1
forfait,urgence,devoir,social,santé,faire,1
formation,accès,condition,devoir,permettre,faire,1
formation,désescalade,agressivité,pouvoir,santé,permettre,1
fixé,employeur,cas,sécurité,pouvoir,vise,1
fixer,traçabilité,utilisation,santé,vise,faire,1
fixer,décret,pourcent,pouvoir,santé,rédiger,1
fixer,décret,organisme,pouvoir,santé,insérer,1
fixer,décret,jour,pouvoir,prévoir,activité,1
fixer,dispositif,fois,financement,compléter,droit,1
financier,rédiger,fin,rédiger,charge,fin,1
financement,état,avancement,social,sécurité,santé,1
financement,service,aide,vise,national,an,1
financement,santé,état,vise,faire,maladie,1
financement,santé,établissement,social,sécurité,pouvoir,1
financement,mise,œuvre,vise,permettre,public,1
financement,mise,œuvre,santé,vise,permettre,1
financement,bilan,expérimentation,pouvoir,permettre,faire,1
financement,année,activité,social,sécurité,santé,1
financement,activité,vigueur,social,sécurité,santé,1
fin,taux,pourcent,année,organisme,substituer,1
information,mode,accueil,pouvoir,devoir,cas,1
innovant,exception,inscription,pouvoir,vise,permettre,1
médicament,cadre,prescription,faire,rédiger,condition,1
montant,hôpital,lit,social,sécurité,devoir,1
mois,réception,demande,devoir,vise,rédiger,1
montant,agricole,aspa,soin,national,ensemble,1
montant,branche,tableau,social,sécurité,santé,1
montant,budgétaire,tableau,santé,vise,supprimer,1
montant,colonne,ligne,social,sécurité,santé,1
montant,fixer,pénalité,vise,insérer,prévoir,1
montant,hôpital,progression,permettre,pourcent,année,1
mois,mars,social,sécurité,pouvoir,maladie,1
montant,ligne,colonne,pouvoir,santé,devoir,1
montant,ligne,second,pouvoir,prévoir,conséquence,1
montant,ligne,second,santé,public,maladie,1
montant,lit,ligne,santé,devoir,prévoir,1
montant,modifier,social,sécurité,général,nouveau,1
montant,ondam,besoin,santé,public,financement,1
mois,pouvoir,dernier,social,santé,vise,1
mois,mars,droit,social,sécurité,pouvoir,1
montant,ondam,ligne,santé,public,financement,1
mise,degré,réserve,public,rédiger,compléter,1
million,dépense,régime,social,sécurité,santé,1
million,falloir,pourcent,santé,public,état,1
million,financement,social,santé,permettre,supprimer,1
million,répartition,taux,permettre,public,droit,1
minimal,maximal,durée,condition,substituer,rédactionnel,1
mise,degré,réserve,devoir,vise,faire,1
mise,demeure,recours,pouvoir,insérer,rédiger,1
mois,grossesse,naissance,social,sécurité,insérer,1
mise,réserve,santé,devoir,vise,faire,1
mise,réserve,sécurité,devoir,vise,faire,1
mise,santé,degré,devoir,public,rédiger,1
mise,santé,réserve,devoir,faire,rédiger,1
mission,financement,dotation,social,sécurité,pouvoir,1
mission,rôle,maison,compléter,général,proposer,1
montant,ondam,hôpital,social,sécurité,devoir,1
montant,ponction,million,santé,permettre,faire,1
innovant,sécurité,social,pouvoir,devoir,vise,1
médical,degré,social,santé,rédiger,compléter,1
médecin,supprimer,paiement,dispositif,assurer,concerner,1
médecin,zone,fixer,devoir,vise,rédiger,1
médecin,zone,libéral,vise,public,insérer,1
médecin,zone,territoire,pouvoir,permettre,insérer,1
médical,biologie,examen,faire,rédiger,compléter,1
médical,biologie,examen,social,faire,rédiger,1
médical,dispositif,dépense,pouvoir,permettre,public,1
médecin,social,retraite,pouvoir,santé,devoir,1
médical,pouvoir,médicament,vise,permettre,faire,1
médical,santé,patient,sécurité,pouvoir,devoir,1
médical,sportif,an,sécurité,vise,permettre,1
médical,sportif,pratique,vise,an,dernier,1
médicament,atu,groupe,permettre,compléter,nouveau,1
médicament,biologique,supprimer,sécurité,pouvoir,santé,1
médecin,social,zone,sécurité,santé,devoir,1
médecin,santé,public,vise,supprimer,année,1
montant,prorata,facturer,vise,faire,rédiger,1
montant,vote,parlement,rédiger,activité,fin,1
montant,santé,ligne,social,sécurité,maladie,1
montant,substituer,conséquence,social,sécurité,santé,1
montant,substituer,contexte,devoir,permettre,condition,1
montant,substituer,million,supprimer,national,conséquence,1
montant,substituer,million,supprimer,national,substituer,1
montant,tableau,budgétaire,santé,supprimer,national,1
moyen,dispositif,unifier,supprimer,compléter,conséquence,1
médecin,santé,libéral,social,sécurité,pouvoir,1
médecin,acte,pratiquer,santé,vise,charge,1
médecin,cas,désaccord,pouvoir,vise,rédiger,1
médecin,insérer,libéral,insérer,médecin,libéral,1
médecin,retraite,zone,sécurité,pouvoir,santé,1
médecin,retraite,zone,sécurité,santé,devoir,1
médecin,santé,expérimentation,pouvoir,public,état,1
million,département,épidémie,prévoir,compléter,décret,1
million,branche,solidarité,social,sécurité,santé,1
million,branche,solidarité,santé,rédiger,charge,1
jour,carence,suppression,pouvoir,vise,supprimer,1
iv,travail,cours,devoir,insérer,dispositif,1
janvier,créer,mise,prévoir,substituer,décret,1
janvier,pourcent,compter,pouvoir,devoir,public,1
jeune,sénat,devoir,santé,public,insérer,1
jour,arrivée,enfant,vise,prévoir,compléter,1
jour,carence,social,vise,supprimer,financement,1
jour,fixer,décret,rédiger,proposer,cas,1
isolement,liberté,décision,rédiger,dispositif,droit,1
juge,contrôle,isolement,santé,permettre,public,1
juge,liberté,détention,pouvoir,devoir,faire,1
juge,liberté,détention,pouvoir,faire,supprimer,1
juge,liberté,pouvoir,devoir,permettre,droit,1
juillet,social,fin,droit,cas,substituer,1
laboratoire,médical,accréditation,supprimer,pourcent,année,1
iv,bis,référence,insérer,degré,conséquence,1
isolement,contention,juge,santé,devoir,vise,1
mdph,part,départemental,vise,faire,rédiger,1
