,Mot Nº1,Mot Nº2,Mot Nº3,Mot Nº4,Mot Nº5,Mot Nº6,Mot Nº7,Mot Nº8,Mot Nº9,Mot Nº10
AMANR5L15PO420120B2296P0D1N000296,"('fédération', 4)","('médical', 4)","('établissement', 3)","('santé', 3)","('hospitalier', 3)","('cadre', 3)","('acte', 3)","('sécurité', 2)","('social', 2)","('service', 2)"
AMANR5L15PO420120B2296P0D1N000299,"('famille', 7)","('familial', 7)","('prestation', 6)","('euro', 3)","('article', 2)","('million', 2)","('ensemble', 2)","('insérer', 1)","('degré', 1)","('bis', 1)"
AMANR5L15PO420120B2296P0D1N000300,"('famille', 6)","('parent', 4)","('entreprise', 4)","('ij', 3)","('article', 2)","('maladie', 2)","('taux', 2)","('pourcent', 2)","('agir', 2)","('droit', 2)"
AMANR5L15PO420120B2296P0D1N000302,"('article', 5)","('accueil', 4)","('site', 3)","('agrément', 3)","('supprimer', 2)","('vise', 2)","('conduire', 2)","('information', 2)","('assistant', 2)","('pouvoir', 2)"
AMANR5L15PO420120B2296P0D1N000303,"('proposition', 3)","('caisse', 2)","('social', 2)","('efficace', 2)","('place', 2)","('crèche', 2)","('mission', 2)","('politique', 2)","('assistant', 2)","('maternel', 2)"
AMANR5L15PO420120B2296P0D1N000305,"('charge', 9)","('patient', 8)","('pied', 6)","('diabétique', 6)","('prise', 5)","('diabète', 4)","('assurance', 3)","('maladie', 3)","('cahier', 3)","('établissement', 3)"
AMANR5L15PO420120B2296P0D1N000306,"('pharmacien', 6)","('substitution', 5)","('médicament', 4)","('article', 3)","('biologique', 3)","('prescripteur', 3)","('cadre', 3)","('prévoir', 2)","('condition', 2)","('décret', 2)"
AMANR5L15PO420120B2296P0D1N000308,"('ski', 4)","('article', 3)","('code', 2)","('sécurité', 2)","('social', 2)","('cotisation', 2)","('mentionner', 2)","('étudiant', 2)","('retraité', 2)","('moniteur', 2)"
AMANR5L15PO420120B2296P0D1N000309,"('activité', 9)","('professionnel', 6)","('cotisation', 5)","('exercer', 4)","('saisonnier', 4)","('moniteur', 4)","('ski', 4)","('article', 3)","('sécurité', 3)","('social', 3)"
AMANR5L15PO420120B2296P0D1N000310,"('activité', 7)","('professionnel', 4)","('cotisation', 4)","('moniteur', 4)","('ski', 4)","('sécurité', 3)","('social', 3)","('exercer', 3)","('saisonnier', 3)","('principal', 3)"
AMANR5L15PO420120B2296P0D1N000312,"('professionnel', 6)","('article', 5)","('santé', 5)","('sécurité', 4)","('libéral', 4)","('affilié', 4)","('régime', 4)","('code', 3)","('social', 3)","('taux', 3)"
AMANR5L15PO420120B2296P0D1N000315,"('médicament', 5)","('taux', 3)","('croissance', 3)","('année', 3)","('nombre', 2)","('ondam', 2)","('fixer', 2)","('pourcent', 2)","('décrochage', 2)","('entreprise', 2)"
AMANR5L15PO420120B2296P0D1N000316,"('médicament', 4)","('critère', 4)","('intérêt', 3)","('qualité', 3)","('patient', 3)","('constater', 2)","('condition', 2)","('prévisible', 2)","('réel', 2)","('utilisation', 2)"
AMANR5L15PO420120B2296P0D1N000317,"('social', 8)","('heure', 7)","('cotisation', 6)","('contribution', 6)","('supplémentaire', 6)","('désocialisation', 5)","('sécurité', 4)","('limite', 3)","('défiscalisation', 3)","('euro', 3)"
AMANR5L15PO420120B2296P0D1N000318,"('article', 6)","('médecin', 5)","('soin', 4)","('social', 3)","('retraité', 3)","('zone', 3)","('accès', 3)","('code', 2)","('sécurité', 2)","('exercice', 2)"
AMANR5L15PO420120B2296P0D1N000319,"('article', 6)","('médecin', 6)","('social', 3)","('retraité', 3)","('soin', 3)","('code', 2)","('sécurité', 2)","('exercice', 2)","('activité', 2)","('remplacement', 2)"
AMANR5L15PO420120B2296P0D1N000322,"('déduction', 2)","('employeur', 2)","('supprimer', 1)","('vise', 1)","('retirer', 1)","('condition', 1)","('restrictif', 1)","('application', 1)","('forfaitaire', 1)","('spécifique', 1)"
AMANR5L15PO420120B2296P0D1N000329,"('social', 7)","('compensation', 4)","('sécurité', 4)","('perte', 3)","('recette', 3)","('euro', 3)","('article', 2)","('exonération', 2)","('cotisation', 2)","('budget', 2)"
AMANR5L15PO420120B2296P0D1N000330,"('état', 2)","('usage', 2)","('dispositif', 2)","('médical', 2)","('substituer', 1)","('pouvoir', 1)","('vise', 1)","('garantir', 1)","('meilleur', 1)","('indiquer', 1)"
AMANR5L15PO420120B2296P0D1N000333,"('pourcent', 9)","('taxe', 5)","('jeune', 5)","('alcool', 4)","('vin', 4)","('litre', 3)","('boisson', 3)","('prémi', 3)","('marché', 3)","('aromatiser', 3)"
AMANR5L15PO420120B2296P0D1N000334,"('sécurité', 4)","('social', 4)","('article', 2)","('prévoit', 2)","('exonération', 2)","('cotisation', 2)","('compensation', 2)","('état', 2)","('urgence', 2)","('financer', 2)"
AMANR5L15PO420120B2296P0D1N000335,"('social', 4)","('sécurité', 3)","('conséquence', 2)","('déficit', 2)","('efficience', 2)","('salarié', 2)","('évalue', 2)","('décembre', 2)","('législateur', 2)","('insérer', 1)"
AMANR5L15PO420120B2296P0D1N000336,"('degré', 13)","('vaccination', 7)","('grippe', 5)","('article', 4)","('public', 4)","('contre', 4)","('sécurité', 4)","('social', 4)","('permettre', 4)","('code', 3)"
AMANR5L15PO420120B2296P0D1N000337,"('nombre', 4)","('effort', 3)","('hôpital', 3)","('santé', 3)","('dépense', 3)","('euro', 3)","('ligne', 2)","('second', 2)","('colonne', 2)","('tableau', 2)"
AMANR5L15PO420120B2296P0D1N000340,"('bière', 4)","('pourcent', 4)","('alcool', 4)","('article', 3)","('ter', 3)","('titrer', 3)","('code', 2)","('général', 2)","('impôt', 2)","('taxe', 2)"
AMANR5L15PO420120B2296P0D1N000342,"('femme', 19)","('arrêt', 16)","('sage', 14)","('travail', 14)","('grossesse', 11)","('médecin', 8)","('pouvoir', 7)","('patient', 6)","('devoir', 5)","('suivi', 4)"
AMANR5L15PO420120B2296P0D1N000343,"('ssiad', 6)","('infirmier', 5)","('acte', 4)","('indu', 4)","('cpam', 4)","('article', 3)","('code', 3)","('sécurité', 3)","('social', 3)","('service', 3)"
AMANR5L15PO420120B2296P0D1N000345,"('article', 5)","('mise', 5)","('degré', 4)","('réserve', 4)","('santé', 3)","('soin', 3)","('ville', 3)","('sécurité', 3)","('social', 3)","('code', 2)"
AMANR5L15PO420120B2296P0D1N000346,"('établissement', 3)","('meilleur', 3)","('article', 2)","('dotation', 2)","('santé', 2)","('public', 2)","('assurer', 2)","('mission', 2)","('intérêt', 2)","('général', 2)"
AMANR5L15PO420120B2296P0D1N000347,"('dépense', 11)","('soin', 8)","('ville', 8)","('article', 5)","('mentionner', 4)","('entrée', 3)","('vigueur', 3)","('année', 3)","('mécanisme', 3)","('régulation', 3)"
AMANR5L15PO420120B2296P0D1N000351,"('médicament', 6)","('pourcent', 5)","('sécurité', 4)","('taux', 4)","('million', 4)","('euro', 4)","('social', 3)","('perte', 3)","('taxe', 3)","('pharmaceutique', 3)"
AMANR5L15PO420120B2296P0D1N000352,"('médicament', 6)","('pourcent', 5)","('sécurité', 4)","('taux', 4)","('million', 4)","('euro', 4)","('social', 3)","('perte', 3)","('taxe', 3)","('pharmaceutique', 3)"
AMANR5L15PO420120B2296P0D1N000354,"('social', 9)","('sécurité', 7)","('compensation', 6)","('état', 4)","('exonération', 3)","('recette', 3)","('faire', 3)","('déficit', 3)","('veil', 2)","('cotisation', 2)"
AMANR5L15PO420120B2296P0D1N000357,"('social', 6)","('salaire', 5)","('montant', 3)","('haut', 3)","('nouveau', 2)","('sécurité', 2)","('contribution', 2)","('revenu', 2)","('dépasser', 2)","('dette', 2)"
AMANR5L15PO420120B2296P0D1N000359,"('produit', 7)","('santé', 5)","('fournisseur', 4)","('distributeur', 4)","('détail', 4)","('comité', 4)","('économique', 4)","('devoir', 4)","('prestation', 3)","('cadre', 3)"
AMANR5L15PO420120B2296P0D1N000363,"('degré', 7)","('biologique', 7)","('substitution', 4)","('médicament', 4)","('patient', 4)","('santé', 3)","('groupe', 3)","('similaire', 3)","('sécurité', 3)","('ansm', 3)"
AMANR5L15PO420120B2296P0D1N000366,"('dividende', 6)","('autonomie', 6)","('actionnaire', 5)","('handicap', 5)","('contribution', 4)","('solidarité', 4)","('pourcent', 4)","('entreprise', 3)","('âgé', 3)","('perte', 3)"
AMANR5L15PO420120B2296P0D1N000367,"('produit', 12)","('sucre', 10)","('transformer', 6)","('ajouter', 6)","('contribution', 5)","('taxe', 5)","('santé', 5)","('livraison', 4)","('kilogramme', 4)","('quintal', 4)"
AMANR5L15PO420120B2296P0D1N000369,"('social', 16)","('sécurité', 6)","('exonération', 6)","('cotisation', 6)","('faire', 6)","('protection', 5)","('budget', 4)","('pouvoir', 4)","('principe', 4)","('état', 3)"
AMANR5L15PO420120B2296P0D1N000370,"('produit', 12)","('sucre', 9)","('transformer', 6)","('ajouter', 6)","('contribution', 5)","('taxe', 5)","('livraison', 4)","('kilogramme', 4)","('quintal', 4)","('égal', 4)"
AMANR5L15PO420120B2296P0D1N000371,"('actionnaire', 4)","('bien', 3)","('sanofi', 3)","('article', 2)","('industrie', 2)","('pharmaceutique', 2)","('malgré', 2)","('dividende', 2)","('bénéfice', 2)","('tourner', 2)"
AMANR5L15PO420120B2296P0D1N000373,"('degré', 12)","('bière', 8)","('pourcent', 6)","('vol', 6)","('alcoométrique', 5)","('modifier', 2)","('remplacer', 2)","('euro', 2)","('titre', 2)","('comprendre', 2)"
AMANR5L15PO420120B2296P0D1N000376,"('santé', 3)","('hôpital', 3)","('ondam', 3)","('social', 2)","('médecin', 2)","('infirmier', 2)","('tension', 2)","('faire', 2)","('politique', 2)","('austéritair', 2)"
AMANR5L15PO420120B2296P0D1N000377,"('offre', 3)","('spécialité', 2)","('soin', 2)","('libéral', 2)","('insérer', 1)","('répondre', 1)","('besoin', 1)","('population', 1)","('mettre', 1)","('place', 1)"
AMANR5L15PO420120B2296P0D1N000378,"('social', 11)","('cotisation', 6)","('exonération', 5)","('salaire', 3)","('conséquence', 3)","('euro', 3)","('actionnaire', 2)","('répartition', 2)","('salarié', 2)","('fiche', 2)"
AMANR5L15PO420120B2296P0D1N000379,"('santé', 3)","('supprimer', 2)","('article', 2)","('sportif', 2)","('faire', 2)","('activité', 2)","('accroître', 1)","('inégalité', 1)","('social', 1)","('consultation', 1)"
AMANR5L15PO420120B2296P0D1N000381,"('entreprise', 5)","('salarié', 3)","('travail', 2)","('supprimer', 2)","('système', 2)","('important', 2)","('malus', 2)","('cotisation', 2)","('patronal', 2)","('bonus', 2)"
AMANR5L15PO420120B2296P0D1N000382,"('social', 6)","('sécurité', 4)","('article', 3)","('public', 3)","('rupture', 2)","('conventionnel', 2)","('cotisation', 2)","('exemption', 2)","('priver', 2)","('aligner', 2)"
AMANR5L15PO420120B2296P0D1N000383,"('accès', 6)","('retraité', 5)","('social', 5)","('sécurité', 4)","('france', 4)","('étranger', 3)","('cotiser', 3)","('mise', 2)","('œuvre', 2)","('année', 2)"
AMANR5L15PO420120B2296P0D1N000384,"('pourcent', 6)","('taux', 3)","('droit', 3)","('tabac', 3)","('affecter', 3)","('santé', 3)","('degré', 2)","('article', 2)","('produit', 2)","('million', 2)"
AMANR5L15PO420120B2296P0D1N000385,"('unification', 2)","('supprimer', 1)","('article', 1)","('urssaf', 1)","('institution', 1)","('puissant', 1)","('société', 1)","('grâce', 1)","('travail', 1)","('centrer', 1)"
AMANR5L15PO420120B2296P0D1N000387,"('article', 2)","('substituer', 1)","('abroger', 1)","('financement', 1)","('sécurité', 1)","('social', 1)","('mettre', 1)","('place', 1)","('possibilité', 1)","('suppression', 1)"
AMANR5L15PO420120B2296P0D1N000392,"('professionnel', 6)","('article', 5)","('santé', 5)","('sécurité', 4)","('social', 4)","('libéral', 4)","('affilié', 4)","('régime', 4)","('code', 3)","('taux', 3)"
AMANR5L15PO420120B2296P0D1N000394,"('santé', 10)","('établissement', 8)","('garantie', 5)","('financement', 4)","('état', 3)","('pluriannuel', 3)","('expérimentation', 3)","('pouvoir', 2)","('titre', 2)","('expérimental', 2)"
AMANR5L15PO420120B2296P0D1N000398,"('chiffre', 3)","('affaire', 3)","('entreprise', 3)","('supprimer', 2)","('objectif', 2)","('vente', 2)","('novartis', 2)","('médicament', 2)","('important', 2)","('vise', 1)"
AMANR5L15PO420120B2296P0D1N000399,"('nombre', 2)","('social', 2)","('entreprise', 2)","('article', 1)","('substituer', 1)","('voir', 1)","('contraction', 1)","('budget', 1)","('sécurité', 1)","('absence', 1)"
AMANR5L15PO420120B2296P0D1N000402,"('femme', 20)","('arrêt', 16)","('sage', 15)","('travail', 14)","('grossesse', 11)","('médecin', 8)","('pouvoir', 7)","('patient', 6)","('devoir', 5)","('suivi', 4)"
AMANR5L15PO420120B2296P0D1N000408,"('santé', 9)","('prévention', 4)","('bilan', 4)","('insérer', 2)","('conséquence', 2)","('volet', 2)","('favorable', 2)","('comportement', 2)","('état', 2)","('substituer', 1)"
AMANR5L15PO420120B2296P0D1N000411,"('social', 9)","('cotisation', 4)","('protection', 4)","('nouveau', 3)","('politique', 3)","('exonération', 3)","('système', 3)","('article', 2)","('crise', 2)","('richesse', 2)"
AMANR5L15PO420120B2296P0D1N000412,"('acteur', 3)","('prendre', 2)","('problématique', 2)","('ensemble', 2)","('chaine', 2)","('convier', 2)","('pénurie', 2)","('insérer', 1)","('décret', 1)","('conseil', 1)"
AMANR5L15PO420120B2296P0D1N000413,"('vaccin', 8)","('production', 5)","('fabrication', 3)","('sécurité', 3)","('origine', 3)","('mondial', 3)","('complexe', 3)","('médicament', 2)","('sensible', 2)","('processus', 2)"
AMANR5L15PO420120B2296P0D1N000414,"('médicament', 5)","('taux', 3)","('croissance', 3)","('année', 3)","('nombre', 2)","('ondam', 2)","('fixer', 2)","('pourcent', 2)","('décrochage', 2)","('entreprise', 2)"
AMANR5L15PO420120B2296P0D1N000415,"('médicament', 4)","('critère', 4)","('intérêt', 3)","('qualité', 3)","('santé', 3)","('patient', 3)","('constater', 2)","('condition', 2)","('prévisible', 2)","('réel', 2)"
AMANR5L15PO420120B2296P0D1N000416,"('produit', 5)","('santé', 5)","('médicament', 4)","('atu', 4)","('mécanisme', 4)","('année', 4)","('procédure', 3)","('ansm', 3)","('has', 3)","('insérer', 2)"
AMANR5L15PO420120B2296P0D1N000417,"('médicament', 8)","('pourcent', 6)","('taux', 5)","('million', 5)","('euro', 5)","('sécurité', 4)","('contribution', 4)","('social', 3)","('perte', 3)","('taxe', 3)"
AMANR5L15PO420120B2296P0D1N000418,"('médicament', 8)","('pourcent', 6)","('taux', 5)","('million', 5)","('euro', 5)","('sécurité', 4)","('contribution', 4)","('social', 3)","('perte', 3)","('taxe', 3)"
AMANR5L15PO420120B2296P0D1N000420,"('terme', 2)","('substituer', 1)","('pouvoir', 1)","('proposer', 1)","('supprimer', 1)","('remplacer', 1)","('garantir', 1)","('meilleur', 1)","('état', 1)","('usage', 1)"
AMANR5L15PO420120B2296P0D1N000422,"('intervention', 3)","('mode', 3)","('prestataire', 2)","('définir', 2)","('mandatair', 2)","('substituer', 1)","('degré', 1)","('public', 1)","('fragile', 1)","('viser', 1)"
AMANR5L15PO420120B2296P0D1N000426,"('médical', 3)","('sportif', 3)","('supprimer', 2)","('légal', 2)","('certificat', 2)","('mineur', 2)","('obligatoire', 2)","('âge', 2)","('médecin', 2)","('million', 2)"
AMANR5L15PO420120B2296P0D1N000427,"('attribution', 4)","('saad', 4)","('enveloppe', 3)","('million', 3)","('décret', 3)","('financement', 3)","('modalité', 2)","('préciser', 2)","('tarification', 2)","('domicile', 2)"
AMANR5L15PO420120B2296P0D1N000429,"('sécurité', 5)","('social', 5)","('agence', 4)","('article', 3)","('prévoir', 3)","('transfert', 3)","('finalisation', 2)","('réforme', 2)","('opposer', 2)","('branche', 2)"
AMANR5L15PO420120B2296P0D1N000432,"('région', 4)","('coefficient', 3)","('degré', 2)","('corse', 2)","('valeur', 2)","('vise', 2)","('mieux', 2)","('géographique', 2)","('article', 1)","('code', 1)"
AMANR5L15PO420120B2296P0D1N000437,"('corse', 3)","('degré', 2)","('collectivité', 2)","('déterminer', 2)","('valeur', 2)","('coefficient', 2)","('établissement', 2)","('article', 1)","('code', 1)","('sécurité', 1)"
AMANR5L15PO420120B2296P0D1N000441,"('article', 3)","('revalorisation', 3)","('social', 3)","('pourcent', 3)","('prestation', 2)","('inflation', 2)","('aller', 2)","('supprimer', 1)","('lieu', 1)","('aligner', 1)"
AMANR5L15PO420120B2296P0D1N000453,"('nouveau', 6)","('modalité', 4)","('attribution', 3)","('enveloppe', 3)","('décret', 3)","('million', 2)","('préciser', 2)","('faire', 2)","('domicile', 2)","('engager', 2)"
AMANR5L15PO420120B2296P0D1N000455,"('établissement', 3)","('fédération', 2)","('public', 2)","('santé', 2)","('article', 1)","('code', 1)","('sécurité', 1)","('social', 1)","('compléter', 1)","('national', 1)"
AMANR5L15PO420120B2296P0D1N000458,"('supprimer', 3)","('santé', 3)","('hôpital', 3)","('libéral', 3)","('fin', 2)","('conséquence', 2)","('proximité', 2)","('exercice', 2)","('principe', 2)","('liberté', 2)"
AMANR5L15PO420120B2296P0D1N000459,"('fédération', 4)","('médical', 4)","('santé', 4)","('établissement', 3)","('hospitalier', 3)","('cadre', 3)","('acte', 3)","('sécurité', 2)","('social', 2)","('service', 2)"
AMANR5L15PO420120B2296P0D1N000461,"('article', 5)","('mise', 5)","('degré', 4)","('réserve', 4)","('santé', 3)","('soin', 3)","('ville', 3)","('sécurité', 3)","('social', 3)","('code', 2)"
AMANR5L15PO420120B2296P0D1N000463,"('psychiatrie', 8)","('an', 6)","('budget', 3)","('financement', 2)","('évolution', 2)","('pathologie', 2)","('france', 2)","('maladie', 2)","('patient', 2)","('pourcent', 2)"
AMANR5L15PO420120B2296P0D1N000464,"('social', 10)","('année', 7)","('sécurité', 6)","('faire', 4)","('groupe', 3)","('budget', 3)","('compenser', 3)","('effort', 3)","('équilibre', 3)","('état', 3)"
AMANR5L15PO420120B2296P0D1N000465,"('article', 19)","('heure', 15)","('code', 12)","('supplémentaire', 11)","('mentionner', 11)","('travail', 9)","('rémunération', 9)","('salarié', 7)","('patronal', 7)","('pouvoir', 7)"
AMANR5L15PO420120B2296P0D1N000466,"('pourcent', 9)","('social', 5)","('impôt', 5)","('sécurité', 4)","('entreprise', 4)","('finance', 4)","('production', 4)","('taux', 4)","('chiffre', 4)","('affaire', 4)"
AMANR5L15PO420120B2296P0D1N000467,"('année', 6)","('euro', 4)","('famille', 4)","('faire', 4)","('prestation', 3)","('pourcent', 3)","('million', 3)","('supprimer', 2)","('article', 2)","('retraite', 2)"
AMANR5L15PO420120B2296P0D1N000468,"('choix', 3)","('libre', 2)","('rédiger', 1)","('degré', 1)","('garantir', 1)","('respect', 1)","('essentiel', 1)","('faire', 1)","('texte', 1)","('législatif', 1)"
AMANR5L15PO420120B2296P0D1N000470,"('professionnel', 7)","('article', 6)","('santé', 6)","('sécurité', 5)","('affilié', 5)","('régime', 5)","('code', 4)","('taxe', 4)","('additionnel', 4)","('pourcent', 4)"
AMANR5L15PO420120B2296P0D1N000474,"('qualité', 7)","('vie', 3)","('travail', 3)","('financement', 3)","('prise', 2)","('charge', 2)","('professionnel', 2)","('prendre', 2)","('patient', 1)","('insérer', 1)"
AMANR5L15PO420120B2296P0D1N000475,"('qualité', 7)","('vie', 3)","('travail', 3)","('prise', 2)","('charge', 2)","('financement', 2)","('professionnel', 2)","('prendre', 2)","('compléter', 1)","('vise', 1)"
AMANR5L15PO420120B2296P0D1N000477,"('santé', 3)","('titre', 2)","('activité', 2)","('mental', 2)","('psychiatrie', 2)","('substituer', 1)","('hospitalisation', 1)","('rédactionnel', 1)","('nouveau', 1)","('ondam', 1)"
